query	groundtruth_extended
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1	EX_SPEC_PILEUP_sw_0_7_s_1_0_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1	EX_SPEC_PILEUP_sw_1_0_s_1_0_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query1	EX_SPEC_PILEUP_sw_0_7_s_1_2_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_2_s_1_0_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_0_7_s_0_7_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_0_s_0_7_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_2_s_1_2_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_2_s_0_7_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_0_s_1_2_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_0_7_s_1_0_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_1_0_s_1_0_oc
EX_SPEC_PILEUP_sw_1_0_s_1_0_oc_query2	EX_SPEC_PILEUP_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_oc_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_0_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_0_7_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_2_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_1_0_s_1_0_cc_0_query	EX_SPEC_RESPONSIVE_COMPARATIVE_MATRICES_sw_0_7_s_0_7_p_0_sw_0_7_s_1_2_cc_0
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_2_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_0_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_2_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_2_s_0_7_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_1_0_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_0_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query1	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_1_0_s_1_0_oc
	
EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc_query2	EX_SPEC_RESPONSIVE_COMPARATIVE_VIEWS_sw_0_7_s_0_7_oc
	
	
	
	
	
	
	
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_1_0_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_1_0_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query1	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_1_0_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_2_s_0_7_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_1_0_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_0_7_s_1_2_oc
EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc_query2	EX_SPEC_RESPONSIVE_TRACK_WISE_COMPARISON_sw_1_0_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_0_7_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_0_7_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_0_7_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_0_7_s_0_7_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_2_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query1	EX_SPEC_SARS_COV_2_sw_1_0_s_0_7_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_0_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_0_7_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_2_s_0_7_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_0_7_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_0_7_s_0_7_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_2_s_1_0_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_2_s_1_2_oc
EX_SPEC_SARS_COV_2_sw_1_0_s_1_0_oc_query2	EX_SPEC_SARS_COV_2_sw_1_0_s_0_7_oc
EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query	EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_0_oc
EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query	EX_SPEC_SEQUENCE_TRACK_sw_0_7_s_0_7_oc
EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc_query	EX_SPEC_SEQUENCE_TRACK_sw_1_2_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_0_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_2_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_2_s_1_0_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_0_7_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_0_7_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_2_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_1_0_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query1	EX_SPEC_TEMPLATE_sw_0_7_s_1_0_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_0_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_2_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_2_s_1_0_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_0_7_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_0_7_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_2_s_0_7_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_1_0_s_1_2_oc
EX_SPEC_TEMPLATE_sw_1_0_s_1_0_oc_query2	EX_SPEC_TEMPLATE_sw_0_7_s_1_0_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_2_s_0_7_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_0_7_s_1_0_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_0_s_1_2_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_0_7_s_1_2_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_0_s_1_0_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_2_s_1_0_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_0_7_s_0_7_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_0_s_0_7_oc
GFF_DEMO_sw_1_0_s_1_0_oc_query	GFF_DEMO_sw_1_2_s_1_2_oc
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_0_7_s_1_2_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_2_s_1_2_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_0_s_0_7_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_2_s_0_7_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_0_s_1_2_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_0_7_s_0_7_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_2_s_1_0_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_0_7_s_1_0_cc_1
LINE_sw_0_7_s_0_7_cc_1_query	LINE_sw_1_0_s_1_0_cc_1
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_0_7_s_1_2_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_0_s_0_7_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_2_s_1_2_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_0_s_1_2_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_2_s_0_7_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_0_7_s_0_7_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_2_s_1_0_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_0_7_s_1_0_cc_2
LINE_sw_0_7_s_1_2_cc_2_query	LINE_sw_1_0_s_1_0_cc_2
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_0_7_s_1_2_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_2_s_1_2_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_0_s_0_7_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_2_s_0_7_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_0_s_1_2_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_0_7_s_0_7_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_2_s_1_0_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_0_7_s_1_0_cc_3
LINE_sw_1_0_s_1_0_cc_3_query	LINE_sw_1_0_s_1_0_cc_3
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_2_s_1_0_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_0_7_s_0_7_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_0_s_0_7_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_2_s_1_2_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_2_s_0_7_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_0_s_1_2_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_0_7_s_1_0_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_1_0_s_1_0_oc
LINE_sw_1_2_s_0_7_oc_query	LINE_sw_0_7_s_1_2_oc
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_0_7_s_1_2_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_0_s_0_7_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_2_s_1_2_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_0_s_1_2_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_2_s_0_7_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_0_7_s_0_7_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_2_s_1_0_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_0_7_s_1_0_cc_0
LINE_sw_1_2_s_1_2_cc_0_query	LINE_sw_1_0_s_1_0_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_1_0_s_1_0_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_1_2_s_1_0_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_0_7_s_1_0_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_1_0_s_1_2_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_1_2_s_0_7_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_0_7_s_0_7_cc_0
LINKING_TRACKS_sw_0_7_s_0_7_cc_0_query1	LINKING_TRACKS_sw_0_7_s_1_2_cc_0
